Date,SPY_Close,VIX_Close,ret_1d,ret_20d,volatility_20d,vix_change_20d,regime
2004-02-02,76.08341979980469,17.110000610351562,0.004317523428841286,0.024633142429715926,0.1071330008814982,-0.06092199477687943,2
2004-02-03,75.95661163330078,17.34000015258789,-0.0016666990894674827,0.011917218993027223,0.1012556656468011,-0.008576307632546243,2
2004-02-04,75.33576965332031,17.8700008392334,-0.008173639748146444,0.0026655743474490734,0.10592027606869066,0.06814114334665922,2
2004-02-05,75.55607604980469,17.709999084472656,0.0029243266179954652,0.0022138540957210573,0.10574991001602375,0.14258058609501,2
2004-02-06,76.4039077758789,16.0,0.011221224955030085,0.009437457878841427,0.11217165056240537,0.02498400716850302,2
2004-02-09,76.42389678955078,16.389999389648438,0.0002616229228813438,0.018595690938524534,0.10677448607588613,-0.021492573752332045,2
2004-02-10,76.67092895507812,15.9399995803833,0.0032323942628520452,0.014397105498323626,0.10444384498679678,-0.05231867600519091,2
2004-02-11,77.48535919189453,15.390000343322754,0.010622412535181258,0.031182940792497726,0.10702342686795076,-0.1468958114034068,2
2004-02-12,77.20498657226562,15.3100004196167,-0.0036183947851948783,0.018942763303765542,0.10536812412914699,-0.08597012420198813,2
2004-02-13,76.85782623291016,15.579999923706055,-0.004496605138717524,0.01186486048061508,0.1069345902423008,0.0012853151381757577,2
2004-02-17,77.55210876464844,15.399999618530273,0.009033335520501451,0.016982914635809365,0.11050039462685156,0.026666641235351562,2
2004-02-18,77.21166229248047,15.59000015258789,-0.004389906059178106,0.012784642457130069,0.1120199097702262,0.024983570906500274,2
2004-02-19,76.92459106445312,15.800000190734863,-0.0037179775632845136,0.0011291505118311562,0.10964283570989078,0.1018131117581258,2
2004-02-20,76.69097137451172,16.040000915527344,-0.0030369961894975983,0.000697060647959713,0.10979322779329746,0.09041474329920618,2
2004-02-23,76.4973373413086,16.290000915527344,-0.002524860876484847,0.0013982299806674092,0.10954413177923701,0.09770894528505747,2
2004-02-24,76.36383819580078,15.899999618530273,-0.001745147610983877,-0.0127730845773254,0.09919077589579599,0.09278346461157172,2
2004-02-25,76.68426513671875,14.930000305175781,0.004196055993104686,0.0016564788533364183,0.09367009103794705,-0.02736156780823029,2
2004-02-26,76.73098754882812,14.829999923706055,0.0006092829086394858,0.013848106717075703,0.08319028586394354,-0.11620981425175847,2
2004-02-27,76.7844009399414,14.550000190734863,0.0006961123897863963,0.013570625411965409,0.0831842128051974,-0.1511084767294556,2
2004-03-01,77.54544067382812,14.4399995803833,0.00991138466368957,0.023616513764239677,0.0893124112767155,-0.13168969879144288,2
2004-03-02,77.09149169921875,14.859999656677246,-0.005853973756094533,0.013249560838176855,0.09183953487354145,-0.13150209663423762,2
2004-03-03,77.231689453125,14.550000190734863,0.0018185891959809908,0.016786923381732377,0.09149390729599284,-0.16089965036341924,2
2004-03-04,77.43193817138672,14.399999618530273,0.0025928309956659845,0.027824345960923313,0.08517642010076076,-0.19418024945386536,2
2004-03-05,77.69230651855469,14.479999542236328,0.003362544620692187,0.028273443784214702,0.08529545729452817,-0.1823828181373679,2
2004-03-08,76.74435424804688,15.789999961853027,-0.01220136604235611,0.004455877743408498,0.08995124974539055,-0.013125002384185791,2
2004-03-09,76.4372787475586,16.600000381469727,-0.004001278054875268,0.0001751017491906648,0.09120021047175147,0.012812751655983723,2
2004-03-10,75.15553283691406,18.670000076293945,-0.016768596837122063,-0.01976493749087016,0.10796286302903148,0.17126728781538625,0
2004-03-11,74.18089294433594,20.670000076293945,-0.012968305270259606,-0.04264633063615275,0.10681945005727694,0.34307989702300556,0
2004-03-12,75.15553283691406,18.299999237060547,0.013138691836851901,-0.026545613519836975,0.11957450616184288,0.19529710878471063,2
2004-03-15,74.23429107666016,21.1299991607666,-0.01225780359049522,-0.03413491227685306,0.12534583911103434,0.35622588345561135,0
2004-03-16,74.62813568115234,20.34000015258789,0.005305426896115684,-0.03770333431383066,0.12175697017778088,0.32077926340423346,2
2004-03-17,75.46261596679688,18.110000610351562,0.011181845533564383,-0.022652618448468886,0.12980029092971224,0.16164210603585905,2
2004-03-18,75.48263549804688,18.530000686645508,0.00026529071373304625,-0.018745053388689148,0.12950986657800473,0.17278483942750333,2
2004-03-19,74.40076446533203,19.149999618530273,-0.01433271408154313,-0.029862796990739904,0.13790068052671287,0.19389018238722988,0
2004-03-22,73.45614624023438,21.579999923706055,-0.01269635106421274,-0.0397555157705074,0.14353544455724274,0.32473902460842563,0
2004-03-23,73.32886505126953,20.670000076293945,-0.0017327507020117316,-0.0397435908963798,0.14353572877662713,0.30000003598771086,2
2004-03-24,73.38915252685547,19.809999465942383,0.0008221520344517952,-0.04296986616470144,0.14210063212262602,0.32685861091877233,2
2004-03-25,74.36051940917969,17.8799991607666,0.013235837298553932,-0.030893231214311978,0.15207700145896574,0.205664143813316,2
2004-03-26,74.38063049316406,17.329999923706055,0.00027045378574763745,-0.031305452896057684,0.1520020667657583,0.19106527123906414,2
2004-03-29,75.4256591796875,16.5,0.014049742245993535,-0.027335991332576914,0.15677400722002915,0.14265931298330536,2
2004-03-30,75.68028259277344,16.280000686645508,0.003375819526871382,-0.01830564016002323,0.15667142118985644,0.0955586179526049,2
2004-03-31,75.76736450195312,16.739999771118164,0.001150655179873894,-0.018960156919273774,0.15653688253638423,0.15051543310479443,2
2004-04-01,76.2229232788086,16.649999618530273,0.006012598958008208,-0.015613904560959235,0.15801563600812962,0.15625000413921164,2
2004-04-02,76.79905700683594,15.640000343322754,0.007558536241387026,-0.011497271116612029,0.16014788613537306,0.08011055509379328,2
2004-04-05,77.22107696533203,14.970000267028809,0.005495119015048955,0.0062118278530864934,0.15528761799461566,-0.05193158307822998,2
2004-04-06,76.97318267822266,15.319999694824219,-0.0032101894567031497,0.007011028380980555,0.15501841833963395,-0.0771084733271662,2
2004-04-07,76.79232788085938,15.760000228881836,-0.0023495819072379964,0.021778769734719594,0.1417238429900308,-0.155865015293013,2
2004-04-08,76.61814880371094,16.260000228881836,-0.002268183319285133,0.03285557456424626,0.13240361333897596,-0.21335267688120907,2
2004-04-12,76.91960144042969,15.279999732971191,0.003934480817215258,0.02347223866197079,0.12567150688360762,-0.16502730218552975,2
2004-04-13,75.84102630615234,17.260000228881836,-0.014022110282417954,0.021644110911397396,0.12830408269743526,-0.1831518734307589,2
2004-04-14,75.96162414550781,15.619999885559082,0.0015901398653104248,0.017868441334951468,0.12736416323894525,-0.23205507530088565,2
2004-04-15,75.67356872558594,15.739999771118164,-0.0037921177063051648,0.002795460455305099,0.12234939852075377,-0.13086696628153183,2
2004-04-16,76.25640106201172,14.9399995803833,0.007701927452890445,0.010250908157345195,0.12524146178658296,-0.19373993379555055,2
2004-04-19,76.25640106201172,15.420000076293945,0.0,0.024941095834362548,0.11233613037802737,-0.1947780478610056,2
2004-04-20,74.97683715820312,16.670000076293945,-0.016779757318576505,0.020702024211771253,0.11975316931145297,-0.22752548029522368,2
2004-04-21,75.47929382324219,15.600000381469727,0.006701491875135579,0.029325815563477464,0.12088870602118458,-0.2452830031983847,2
2004-04-22,76.53775024414062,14.609999656677246,0.014023136244188272,0.042902767083091486,0.12876965112521832,-0.26249368750388136,2
2004-04-23,76.6114501953125,14.010000228881836,0.0009629228836329773,0.030270509189785688,0.1219229156756592,-0.21644290344132433,2
2004-04-26,76.50423431396484,14.770000457763672,-0.0013994759409242663,0.028550495024318945,0.12229348740953061,-0.14772068535560168,2
2004-04-27,76.57123565673828,15.069999694824219,0.0008757860708528131,0.015188153335480514,0.11284846782335732,-0.08666668516216858,2
2004-04-28,75.57980346679688,16.290000915527344,-0.012947841071625166,-0.00132767905370057,0.12234111972115738,0.0006142646474234237,2
2004-04-29,74.91651153564453,16.600000381469727,-0.008776047313271196,-0.011229808135752917,0.1260790171588183,-0.008363165565269615,2
